Bin start,Bin end,Number of unique MAC addresses
1677522682.452122,1677522742.452122,14
1677522742.452122,1677522802.452122,0
1677522745.067945,1677522805.067945,3
1677522805.067945,1677522865.067945,0
1677522820.5844862,1677522880.5844862,4
1677522880.5844862,1677522940.5844862,0
1677522887.1928701,1677522947.1928701,13
1677522947.1928701,1677523007.1928701,0
1677522954.6393824,1677523014.6393824,5
1677523014.6393824,1677523074.6393824,0
1677523018.8635466,1677523078.8635466,32
1677523078.8635466,1677523138.8635466,0
1677523079.1207333,1677523139.1207333,21
1677523139.1207333,1677523199.1207333,0
1677523139.8520129,1677523199.8520129,4
1677523199.8520129,1677523259.8520129,0
1677523214.816147,1677523274.816147,18
1677523274.816147,1677523334.816147,0
1677523282.534305,1677523342.534305,10
1677523342.534305,1677523402.534305,0
1677523350.8628016,1677523410.8628016,8
1677523410.8628016,1677523470.8628016,0
1677523416.5903764,1677523476.5903764,1
1677523476.5903764,1677523536.5903764,0
1677523498.9837198,1677523558.9837198,2
1677523558.9837198,1677523618.9837198,0
1677523576.5200548,1677523636.5200548,9
1677523636.5200548,1677523696.5200548,0
1677523647.6648648,1677523707.6648648,11
1677523707.6648648,1677523767.6648648,0
1677523710.5722642,1677523770.5722642,3
1677523770.5722642,1677523830.5722642,0
1677523772.299525,1677523832.299525,16
1677523832.299525,1677523892.299525,0
1677523842.0445104,1677523902.0445104,5
1677523902.0445104,1677523962.0445104,0
1677523902.7639039,1677523962.7639039,11
1677523962.7639039,1677524022.7639039,0
1677523976.4437177,1677524036.4437177,15
1677524036.4437177,1677524096.4437177,0
1677524038.4833808,1677524098.4833808,7
1677524098.4833808,1677524158.4833808,0
1677524099.2220926,1677524159.2220926,17
1677524159.2220926,1677524219.2220926,0
1677524159.9352195,1677524219.9352195,9
1677524219.9352195,1677524279.9352195,0
1677524222.6212082,1677524282.6212082,6
1677524282.6212082,1677524342.6212082,0
1677524289.7252624,1677524349.7252624,5
1677524349.7252624,1677524409.7252624,0
1677524356.6526423,1677524416.6526423,5
1677524416.6526423,1677524476.6526423,0
1677524434.2935822,1677524494.2935822,9
1677524494.2935822,1677524554.2935822,0
1677524496.557083,1677524556.557083,41
1677524556.557083,1677524616.557083,0
1677524558.6015687,1677524618.6015687,5
1677524618.6015687,1677524678.6015687,0
1677524642.27696,1677524702.27696,7
1677524702.27696,1677524762.27696,0
1677524704.0366418,1677524764.0366418,3
1677524764.0366418,1677524824.0366418,0
1677524773.0171604,1677524833.0171604,6
1677524833.0171604,1677524893.0171604,0
1677524836.4399943,1677524896.4399943,3
1677524896.4399943,1677524956.4399943,0
1677524937.0246708,1677524997.0246708,8
1677524997.0246708,1677525057.0246708,0
1677525004.2749906,1677525064.2749906,3
1677525064.2749906,1677525124.2749906,0
1677525066.7108018,1677525126.7108018,6
1677525126.7108018,1677525186.7108018,0
1677525130.4207044,1677525190.4207044,2
1677525190.4207044,1677525250.4207044,0
1677525205.573036,1677525265.573036,23
1677525265.573036,1677525325.573036,0
1677525269.7582414,1677525329.7582414,12
1677525329.7582414,1677525389.7582414,0
1677525334.105561,1677525394.105561,26
1677525394.105561,1677525454.105561,0
1677525401.9164598,1677525461.9164598,9
1677525461.9164598,1677525521.9164598,0
1677525463.123742,1677525523.123742,9
1677525523.123742,1677525583.123742,0
1677525532.0049582,1677525592.0049582,6
1677525592.0049582,1677525652.0049582,0
1677525592.4107652,1677525652.4107652,5
1677525652.4107652,1677525712.4107652,0
1677525653.1196554,1677525713.1196554,10
1677525713.1196554,1677525773.1196554,0
1677525726.926742,1677525786.926742,7
1677525786.926742,1677525846.926742,0
1677525797.2253206,1677525857.2253206,14
1677525857.2253206,1677525917.2253206,0
1677525862.5632586,1677525922.5632586,10
1677525922.5632586,1677525982.5632586,0
1677525928.372031,1677525988.372031,16
1677525988.372031,1677526048.372031,0
1677525988.4673615,1677526048.4673615,15
1677526048.4673615,1677526108.4673615,0
1677526049.6335697,1677526109.6335697,8
1677526109.6335697,1677526169.6335697,0
1677526111.1626186,1677526171.1626186,22
1677526171.1626186,1677526231.1626186,0
1677526177.896282,1677526237.896282,9
1677526237.896282,1677526297.896282,0
1677526238.4779122,1677526298.4779122,9
1677526298.4779122,1677526358.4779122,0
1677526306.351624,1677526366.351624,11
1677526366.351624,1677526426.351624,0
1677526366.4779556,1677526426.4779556,11
1677526426.4779556,1677526486.4779556,0
1677526428.6887887,1677526488.6887887,9
1677526488.6887887,1677526548.6887887,0
1677526491.5964699,1677526551.5964699,10
1677526551.5964699,1677526611.5964699,0
1677526554.833805,1677526614.833805,10
1677526614.833805,1677526674.833805,0
1677526616.6636128,1677526676.6636128,14
1677526676.6636128,1677526736.6636128,0
