MAC,Timestamp,Signal Quality,Channel Frequency
82:2d:eb:85:79:e6,1677928834.085266,100,2412
82:2d:eb:85:79:e6,1677928834.1251078,100,2412
82:2d:eb:85:79:e6,1677928834.1265578,100,2412
82:2d:eb:85:79:e6,1677928834.1279547,100,2412
82:2d:eb:85:79:e6,1677928834.1451569,100,2412
82:2d:eb:85:79:e6,1677928834.146585,100,2412
82:2d:eb:85:79:e6,1677928834.147862,100,2412
0a:30:27:5f:69:3b,1677928843.4185188,72,2412
00:d0:2d:e3:92:c3,1677928843.779744,77,2412
6a:38:3f:99:25:b4,1677928849.8692677,72,2412
6a:38:3f:99:25:b4,1677928849.889489,77,2412
00:d0:2d:e3:92:c3,1677928851.8394349,72,2412
00:d0:2d:e3:92:c3,1677928859.879555,77,2412
8e:8b:d8:c2:b6:92,1677928860.312162,81,2412
8e:8b:d8:c2:b6:92,1677928860.313744,77,2412
48:d6:d5:32:07:c0,1677928866.048717,81,2412
48:d6:d5:32:07:c0,1677928866.0497699,77,2412
48:d6:d5:32:07:c0,1677928866.050885,72,2412
00:d0:2d:e3:92:c3,1677928867.9405758,81,2412
be:ee:bd:a0:a4:d8,1677928883.370916,72,2412
be:ee:bd:a0:a4:d8,1677928883.460283,68,2412
00:d0:2d:e3:92:c3,1677928885.7804577,77,2412
00:d0:2d:e3:92:c3,1677928893.820705,86,2412
00:d0:2d:e3:92:c3,1677928893.845937,81,2412
e2:de:20:9e:39:73,1677928896.6949668,72,2412
e2:de:20:9e:39:73,1677928896.7153409,68,2412
e2:de:20:9e:39:73,1677928896.768108,72,2412
e2:de:20:9e:39:73,1677928896.873512,68,2412
06:68:13:52:12:2b,1677928901.727042,77,2412
06:68:13:52:12:2b,1677928901.747152,77,2412
06:68:13:52:12:2b,1677928901.8333578,77,2412
00:d0:2d:e3:92:c3,1677928901.9089,77,2412
00:d0:2d:e3:92:c3,1677928902.441895,81,2412
00:d0:2d:e3:92:c3,1677928927.7686849,77,2412
00:d0:2d:e3:92:c3,1677928927.776859,77,2412
48:d6:d5:32:07:c0,1677928932.1066978,77,2412
48:d6:d5:32:07:c0,1677928932.1078508,77,2412
48:d6:d5:32:07:c0,1677928932.109508,81,2412
90:f1:57:a8:fc:81,1677928933.806424,86,2457
9e:eb:1b:85:99:d6,1677928942.503286,68,2447
9e:eb:1b:85:99:d6,1677928942.635258,63,2452
9e:eb:1b:85:99:d6,1677928942.750093,68,2457
9e:eb:1b:85:99:d6,1677928942.7703469,59,2457
9e:eb:1b:85:99:d6,1677928942.933394,68,2467
9e:eb:1b:85:99:d6,1677928942.95304,68,2467
00:d0:2d:e3:92:c3,1677928978.2332509,81,2457
00:d0:2d:e3:92:c3,1677928985.883046,81,2412
c6:79:87:43:72:bf,1677928992.9159598,81,2412
00:d0:2d:e3:92:c3,1677928993.94172,77,2412
00:d0:2d:e3:92:c3,1677929011.784802,77,2412
00:d0:2d:e3:92:c3,1677929019.845724,77,2412
00:d0:2d:e3:92:c3,1677929027.884033,81,2412
00:d0:2d:e3:92:c3,1677929027.9034238,81,2412
00:d0:2d:e3:92:c3,1677929035.94396,77,2412
00:d0:2d:e3:92:c3,1677929035.963229,77,2412
f8:0f:f9:52:3a:31,1677929040.468997,100,2462
00:d0:2d:e3:92:c3,1677929053.7584088,81,2412
00:d0:2d:e3:92:c3,1677929053.7794218,81,2412
48:d6:d5:32:07:c0,1677929061.517914,81,2412
48:d6:d5:32:07:c0,1677929061.518993,95,2412
48:d6:d5:32:07:c0,1677929061.5200758,77,2412
00:d0:2d:e3:92:c3,1677929061.8240528,81,2412
00:d0:2d:e3:92:c3,1677929061.8437548,77,2412
00:d0:2d:e3:92:c3,1677929069.893406,72,2412
00:d0:2d:e3:92:c3,1677929069.913661,77,2412
ea:f3:5e:8b:2f:57,1677929112.11089,33,5240
aa:d5:c1:bb:3f:67,1677929113.428752,9,5620
aa:d5:c1:bb:3f:67,1677929113.448896,12,5620
00:d0:2d:e3:92:c3,1677929120.38092,77,2467
00:d0:2d:e3:92:c3,1677929120.423611,72,2467
00:d0:2d:e3:92:c3,1677929120.444144,72,2472
00:d0:2d:e3:92:c3,1677929120.4663358,81,2472
00:d0:2d:e3:92:c3,1677929120.4866858,77,2472
48:d6:d5:32:07:c0,1677929125.2392821,81,2412
48:d6:d5:32:07:c0,1677929125.2405539,81,2412
48:d6:d5:32:07:c0,1677929125.241818,72,2412
9c:28:bf:4d:cc:55,1677929126.362342,77,2412
00:d0:2d:e3:92:c3,1677929138.154868,77,2467
00:d0:2d:e3:92:c3,1677929138.2817078,77,2472
00:d0:2d:e3:92:c3,1677929138.302018,77,2472
42:20:ac:79:00:00,1677929138.798952,15,5260
42:20:ac:79:00:00,1677929139.2754328,12,5500
42:20:ac:79:00:00,1677929139.9626348,21,5620
42:20:ac:79:00:00,1677929139.963932,21,5620
42:20:ac:79:00:00,1677929139.963973,12,5620
00:d0:2d:e3:92:c3,1677929145.910874,81,2422
00:d0:2d:e3:92:c3,1677929153.9202018,72,2412
00:d0:2d:e3:92:c3,1677929179.7605538,86,2412
00:d0:2d:e3:92:c3,1677929179.7834918,86,2412
00:d0:2d:e3:92:c3,1677929187.848114,81,2412
48:d6:d5:32:07:c0,1677929189.0235708,81,2412
48:d6:d5:32:07:c0,1677929189.024743,72,2412
48:d6:d5:32:07:c0,1677929189.025857,81,2412
48:d6:d5:32:07:c0,1677929189.0269568,77,2412
00:d0:2d:e3:92:c3,1677929195.8849308,77,2412
00:d0:2d:e3:92:c3,1677929203.962658,81,2412
d2:04:85:f0:17:9a,1677929212.57404,72,2412
d2:04:85:f0:17:9a,1677929212.6408098,77,2412
00:d0:2d:e3:92:c3,1677929221.787239,77,2412
00:d0:2d:e3:92:c3,1677929229.8252778,72,2412
da:57:a1:a7:b3:ff,1677929238.972795,100,2412
da:e0:2c:30:ea:41,1677929248.625894,68,2412
da:e0:2c:30:ea:41,1677929248.7328517,68,2412
84:b5:41:7a:75:f4,1677929275.3560789,77,2412
84:b5:41:7a:75:f4,1677929275.403004,72,2412
84:b5:41:7a:75:f4,1677929275.478173,63,2412
84:b5:41:7a:75:f4,1677929275.560698,68,2412
fe:df:25:cd:07:df,1677929278.382769,77,2412
0e:62:2b:14:7c:76,1677929280.493893,15,5220
0e:62:2b:14:7c:76,1677929281.2024827,18,5500
0e:62:2b:14:7c:76,1677929281.223229,21,5500
9e:71:2a:59:56:b1,1677929283.0147219,63,2412
9e:71:2a:59:56:b1,1677929283.0352638,68,2412
0e:e4:76:c2:24:84,1677929287.688963,100,2417
0e:e4:76:c2:24:84,1677929287.7151668,63,2417
0e:e4:76:c2:24:84,1677929287.736219,59,2417
0e:e4:76:c2:24:84,1677929287.779512,59,2422
0e:e4:76:c2:24:84,1677929287.91057,59,2427
00:d0:2d:e3:92:c3,1677929288.122974,90,2437
00:d0:2d:e3:92:c3,1677929288.1842868,95,2437
00:d0:2d:e3:92:c3,1677929288.249846,86,2442
ea:3b:69:2d:04:01,1677929291.5689688,72,2412
ea:3b:69:2d:04:01,1677929291.589081,72,2412
ea:3b:69:2d:04:01,1677929291.609109,72,2412
ba:5e:8b:22:b3:5e,1677929292.321406,100,2412
ba:5e:8b:22:b3:5e,1677929292.340795,100,2412
ba:5e:8b:22:b3:5e,1677929292.3882759,100,2412
d2:93:21:11:bb:73,1677929297.113179,100,2437
d2:93:21:11:bb:73,1677929297.157208,59,2442
d2:93:21:11:bb:73,1677929297.2009919,100,2442
d2:93:21:11:bb:73,1677929297.223484,100,2442
d2:93:21:11:bb:73,1677929297.2879238,100,2447
d2:93:21:11:bb:73,1677929297.331234,100,2447
d2:93:21:11:bb:73,1677929297.4179618,100,2452
1e:f9:d7:43:0d:01,1677929301.5931528,72,2412
1e:f9:d7:43:0d:01,1677929301.61354,68,2412
1e:f9:d7:43:0d:01,1677929301.6624181,72,2412
00:d0:2d:e3:92:c3,1677929305.979141,81,2437
00:d0:2d:e3:92:c3,1677929306.0430398,100,2442
00:d0:2d:e3:92:c3,1677929306.066395,81,2442
00:d0:2d:e3:92:c3,1677929306.090021,81,2442
5e:e5:8c:a1:34:c5,1677929306.6595118,68,2467
5e:e5:8c:a1:34:c5,1677929306.746122,100,2472
5e:e5:8c:a1:34:c5,1677929306.7688038,100,2472
5e:e5:8c:a1:34:c5,1677929306.789873,100,2472
00:d0:2d:e3:92:c3,1677929313.826749,86,2412
00:d0:2d:e3:92:c3,1677929313.8467958,77,2412
00:d0:2d:e3:92:c3,1677929321.908422,77,2412
da:86:fe:0c:68:6e,1677929324.8725858,18,5220
da:86:fe:0c:68:6e,1677929324.892494,27,5220
2a:8d:aa:6d:f7:e3,1677929327.857462,77,2412
2a:8d:aa:6d:f7:e3,1677929327.915017,77,2412
62:0e:67:a6:07:3a,1677929327.9176579,72,2412
00:d0:2d:e3:92:c3,1677929329.971909,81,2412
a6:1c:ae:6a:5c:ec,1677929338.6714358,81,2412
a6:1c:ae:6a:5c:ec,1677929338.692071,72,2412
